Year,Month,Day,Extent,Missing
1999,10,26,9.522,0
1999,10,27,9.643,0
1999,10,28,9.676,0
1999,10,29,9.722,0
1999,10,30,9.793,0
1999,10,31,9.903,0
1999,11,1,10.102,0
1999,11,2,10.233,0
1999,11,3,10.198,0
1999,11,4,10.193,0
1999,11,5,10.222,0
1999,11,6,10.243,0
1999,11,7,10.253,0
1999,11,8,10.336,0
1999,11,9,10.48,0
1999,11,10,10.439,0
1999,11,11,10.476,0
1999,11,12,10.647,0
1999,11,13,10.94,0
1999,11,14,10.921,0
1999,11,15,10.846,0
1999,11,16,10.899,0
1999,11,17,10.921,0
1999,11,18,11.012,0
1999,11,19,11.006,0
1999,11,20,11.083,0
1999,11,21,11.082,0
1999,11,22,11.117,0
1999,11,23,11.136,0
1999,11,24,11.202,0
1999,11,25,11.168,0
1999,11,26,11.237,0
1999,11,27,11.345,0
1999,11,28,11.352,0
1999,11,29,11.347,0
1999,11,30,11.458,0
1999,12,1,11.705,0
1999,12,2,11.745,0
1999,12,3,11.757,0
1999,12,4,11.785,0
1999,12,5,11.859,0
1999,12,6,12.091,0
1999,12,7,12.154,0
1999,12,8,12.177,0
1999,12,9,12.232,0
1999,12,10,12.282,0
1999,12,11,12.506,0
1999,12,12,12.587,0
1999,12,13,12.426,0
1999,12,14,12.44,0
1999,12,15,12.506,0
1999,12,16,12.632,0
1999,12,17,12.746,0
1999,12,18,12.744,0
1999,12,19,12.81,0
1999,12,20,12.783,0
1999,12,21,13.021,0
1999,12,22,13.059,0
1999,12,23,13.177,0
1999,12,24,13.215,0
1999,12,25,13.434,0
1999,12,26,13.436,0
1999,12,27,13.385,0
1999,12,28,13.302,0
1999,12,29,13.257,0
1999,12,30,13.273,0
1999,12,31,13.351,0
2000,1,1,13.442,0
2000,1,2,13.539,0
2000,1,3,13.63,0
2000,1,4,13.657,0
2000,1,5,13.678,0
2000,1,6,13.806,0
2000,1,7,13.761,0
2000,1,8,13.892,0
2000,1,9,13.797,0
2000,1,10,13.938,0
2000,1,11,14.139,0
2000,1,12,14.041,0
2000,1,13,13.97,0
2000,1,14,13.908,0
2000,1,15,13.981,0
2000,1,16,14.109,0
2000,1,17,14.211,0
2000,1,18,14.315,0
2000,1,19,14.344,0
2000,1,20,14.454,0
2000,1,21,14.475,0
2000,1,22,14.456,0
2000,1,23,14.583,0
2000,1,24,14.625,0
2000,1,25,14.728,0
2000,1,26,14.778,0
2000,1,27,14.882,0
2000,1,28,14.868,0
2000,1,29,14.906,0
2000,1,30,14.98,0
2000,1,31,14.938,0
2000,2,1,14.991,0
2000,2,2,14.959,0
2000,2,3,14.946,0
2000,2,4,15.094,0
2000,2,5,15.122,0
2000,2,6,15.114,0
2000,2,7,15.195,0
2000,2,8,15.168,0
2000,2,9,15.195,0
2000,2,10,15.138,0
2000,2,11,15.112,0
2000,2,12,15.097,0
2000,2,13,15.009,0
2000,2,14,14.991,0
2000,2,15,15.01,0
2000,2,16,14.991,0
2000,2,17,15,0
2000,2,18,15.06,0
2000,2,19,15.132,0
2000,2,20,15.156,0
2000,2,21,15.194,0
2000,2,22,15.244,0
2000,2,23,15.234,0
2000,2,24,15.343,0
2000,2,25,15.252,0
2000,2,26,15.235,0
2000,2,27,15.346,0
2000,2,28,15.394,0
2000,2,29,15.381,0
2000,3,1,15.446,0
2000,3,2,15.428,0
2000,3,3,15.498,0
2000,3,4,15.425,0
2000,3,5,15.397,0
2000,3,6,15.444,0
2000,3,7,15.339,0
2000,3,8,15.278,0
2000,3,9,15.325,0
2000,3,10,15.308,0
2000,3,11,15.299,0
2000,3,12,15.342,0
2000,3,13,15.365,0
2000,3,14,15.199,0
2000,3,15,15.13,0
2000,3,16,15.133,0
2000,3,17,15.155,0
2000,3,18,15.113,0
2000,3,19,15.087,0
2000,3,20,15.096,0
2000,3,21,15.028,0
2000,3,22,15.025,0
2000,3,23,15.034,0
2000,3,24,15.146,0
2000,3,25,15.046,0
2000,3,26,15.082,0
2000,3,27,15.079,0
2000,3,28,15.146,0
2000,3,29,15.218,0
2000,3,30,15.219,0
2000,3,31,15.14,0
2000,4,1,15.122,0
2000,4,2,15.078,0
2000,4,3,15.046,0
2000,4,4,14.995,0
2000,4,5,15.039,0
2000,4,6,15.018,0
2000,4,7,14.815,0
2000,4,8,14.798,0
2000,4,9,14.871,0
2000,4,10,14.867,0
2000,4,11,14.698,0
2000,4,12,14.549,0
2000,4,13,14.626,0
2000,4,14,14.551,0
2000,4,15,14.477,0
2000,4,16,14.44,0
2000,4,17,14.274,0
2000,4,18,14.246,0
2000,4,19,14.246,0
2000,4,20,14.317,0
2000,4,21,14.36,0
2000,4,22,14.29,0
2000,4,23,14.409,0
2000,4,24,14.388,0
2000,4,25,14.339,0
2000,4,26,14.205,0
2000,4,27,14.263,0
2000,4,28,14.176,0
2000,4,29,14.096,0
2000,4,30,14.146,0
2000,5,1,13.943,0
2000,5,2,13.891,0
2000,5,3,13.809,0
2000,5,4,13.737,0
2000,5,5,13.74,0
2000,5,6,13.616,0
2000,5,7,13.642,0
2000,5,8,13.586,0
2000,5,9,13.462,0
2000,5,10,13.389,0
2000,5,11,13.269,0
2000,5,12,13.301,0
2000,5,13,13.291,0
2000,5,14,13.278,0
2000,5,15,13.119,0
2000,5,16,13.051,0
2000,5,17,13.083,0
2000,5,18,13.048,0
2000,5,19,12.959,0
2000,5,20,12.886,0
2000,5,21,12.859,0
2000,5,22,12.785,0
2000,5,23,12.724,0
2000,5,24,12.814,0
2000,5,25,12.83,0
2000,5,26,12.805,0
2000,5,27,12.665,0
2000,5,28,12.618,0
2000,5,29,12.553,0
2000,5,30,12.495,0
2000,5,31,12.485,0
2000,6,1,12.316,0
2000,6,2,12.271,0
2000,6,3,12.205,0
2000,6,4,12.151,0
2000,6,5,12.108,0
2000,6,6,12.058,0
2000,6,7,12.05,0
2000,6,8,11.984,0
2000,6,9,11.996,0
2000,6,10,11.885,0
2000,6,11,11.923,0
2000,6,12,11.84,0
2000,6,13,11.815,0
2000,6,14,11.755,0
2000,6,15,11.71,0
2000,6,16,11.706,0
2000,6,17,11.66,0
2000,6,18,11.598,0
2000,6,19,11.573,0
2000,6,20,11.483,0
2000,6,21,11.399,0
2000,6,22,11.4,0
2000,6,23,11.344,0
2000,6,24,11.29,0
2000,6,25,11.247,0
2000,6,26,11.18,0
2000,6,27,11.137,0
2000,6,28,11.028,0
2000,6,29,10.946,0
2000,6,30,10.899,0
2000,7,1,10.703,0
2000,7,2,10.678,0
2000,7,3,10.6,0
2000,7,4,10.519,0
2000,7,5,10.449,0
2000,7,6,10.375,0
2000,7,7,10.352,0
2000,7,8,10.271,0
2000,7,9,10.252,0
2000,7,10,10.087,0
2000,7,11,10.029,0
2000,7,12,9.933,0
2000,7,13,9.77,0
2000,7,14,9.696,0
2000,7,15,9.565,0
2000,7,16,9.454,0
2000,7,17,9.476,0
2000,7,18,9.335,0
2000,7,19,9.264,0
2000,7,20,9.156,0
2000,7,21,9.017,0
2000,7,22,8.957,0
2000,7,23,8.871,0
2000,7,24,8.796,0
2000,7,25,8.824,0
2000,7,26,8.777,0
2000,7,27,8.637,0
2000,7,28,8.465,0
2000,7,29,8.277,0
2000,7,30,8.176,0
2000,7,31,8.142,0
2000,8,1,8.004,0
2000,8,2,7.935,0
2000,8,3,7.891,0
2000,8,4,7.759,0
2000,8,5,7.756,0
2000,8,6,7.686,0
2000,8,7,7.721,0
2000,8,8,7.68,0
2000,8,9,7.671,0
2000,8,10,7.539,0
2000,8,11,7.499,0
2000,8,12,7.45,0
2000,8,13,7.437,0
2000,8,14,7.3,0
2000,8,15,7.195,0
2000,8,16,7.152,0
2000,8,17,7.085,0
2000,8,18,7.088,0
2000,8,19,6.96,0
2000,8,20,6.864,0
2000,8,21,6.872,0
2000,8,22,6.777,0
2000,8,23,6.675,0
2000,8,24,6.722,0
2000,8,25,6.625,0
2000,8,26,6.616,0
2000,8,27,6.554,0
2000,8,28,6.495,0
2000,8,29,6.544,0
2000,8,30,6.352,0
2000,8,31,6.314,0
2000,9,1,6.229,0
2000,9,2,6.16,0
2000,9,3,6.182,0
2000,9,4,6.199,0
2000,9,5,6.272,0
2000,9,6,6.178,0
2000,9,7,6.106,0
2000,9,8,6.011,0
2000,9,9,6.004,0
2000,9,10,5.963,0
2000,9,11,5.943,0
2000,9,12,5.971,0
2000,9,13,6.025,0
2000,9,14,6.005,0
2000,9,15,6.065,0
2000,9,16,6.049,0
2000,9,17,6.178,0
2000,9,18,6.229,0
2000,9,19,6.195,0
2000,9,20,6.254,0
2000,9,21,6.347,0
2000,9,22,6.462,0
2000,9,23,6.483,0
2000,9,24,6.518,0
2000,9,25,6.487,0
2000,9,26,6.467,0
2000,9,27,6.513,0
2000,9,28,6.569,0
2000,9,29,6.626,0
2000,9,30,6.692,0
2000,10,1,6.802,0
2000,10,2,6.99,0
2000,10,3,7.055,0
2000,10,4,7.158,0
2000,10,5,7.296,0
2000,10,6,7.452,0
2000,10,7,7.589,0
2000,10,8,7.764,0
2000,10,9,7.865,0
2000,10,10,7.965,0
2000,10,11,8.097,0
2000,10,12,8.303,0
2000,10,13,8.273,0
2000,10,14,8.38,0
2000,10,15,8.458,0
2000,10,16,8.499,0
2000,10,17,8.569,0
2000,10,18,8.768,0
2000,10,19,8.735,0
2000,10,20,8.763,0
2000,10,21,8.811,0
2000,10,22,8.942,0
2000,10,23,8.967,0
2000,10,24,9.042,0
2000,10,25,9.131,0
2000,10,26,9.216,0
2000,10,27,9.302,0
2000,10,28,9.366,0
2000,10,29,9.332,0
2000,10,30,9.37,0
2000,10,31,9.502,0
2000,11,1,9.607,0
2000,11,2,9.637,0
2000,11,3,9.777,0
2000,11,4,9.829,0
2000,11,5,9.821,0
2000,11,6,9.742,0
2000,11,7,9.751,0
2000,11,8,9.819,0
2000,11,9,10.006,0
2000,11,10,9.939,0
2000,11,11,9.956,0
2000,11,12,9.992,0
2000,11,13,10.056,0
2000,11,14,10.124,0
2000,11,15,10.189,0
2000,11,16,10.247,0
2000,11,17,10.25,0
2000,11,18,10.325,0
2000,11,19,10.371,0
2000,11,20,10.482,0
2000,11,21,10.571,0
2000,11,22,10.669,0
2000,11,23,10.815,0
2000,11,24,10.894,0
2000,11,25,10.942,0
2000,11,26,11.008,0
2000,11,27,11.092,0
2000,11,28,11.154,0
2000,11,29,11.181,0
2000,11,30,11.387,0
2000,12,1,11.663,0
2000,12,2,11.684,0
2000,12,3,11.787,0
2000,12,4,11.809,0
2000,12,5,11.86,0
2000,12,6,12.101,0
2000,12,7,12.177,0
2000,12,8,12.329,0
2000,12,9,12.389,0
2000,12,10,12.431,0
2000,12,11,12.513,0
2000,12,12,12.536,0
2000,12,13,12.599,0
2000,12,14,12.585,0
2000,12,15,12.633,0
2000,12,16,12.689,0
2000,12,17,12.808,0
2000,12,18,12.898,0
2000,12,19,12.883,0
2000,12,20,12.92,0
2000,12,21,12.906,0
2000,12,22,12.863,0
2000,12,23,12.987,0
2000,12,24,13.06,0
2000,12,25,13.053,0
2000,12,26,13.067,0
2000,12,27,13.16,0
2000,12,28,13.244,0
2000,12,29,13.32,0
2000,12,30,13.34,0
2000,12,31,13.461,0
2001,1,1,13.479,0
2001,1,2,13.385,0
2001,1,3,13.418,0
2001,1,4,13.51,0
2001,1,5,13.566,0
2001,1,6,13.722,0
2001,1,7,13.846,0
2001,1,8,13.882,0
2001,1,9,14.028,0
2001,1,10,14.063,0
2001,1,11,14.088,0
2001,1,12,14.133,0
2001,1,13,14.055,0
2001,1,14,14.095,0
2001,1,15,14.088,0
2001,1,16,14.191,0
2001,1,17,14.249,0
2001,1,18,14.318,0
2001,1,19,14.424,0
2001,1,20,14.449,0
2001,1,21,14.539,0
2001,1,22,14.575,0
2001,1,23,14.609,0
2001,1,24,14.715,0
2001,1,25,14.585,0
2001,1,26,14.65,0
2001,1,27,14.625,0
2001,1,28,14.673,0
2001,1,29,14.718,0
2001,1,30,14.764,0
2001,1,31,14.839,0
2001,2,1,14.908,0
2001,2,2,14.894,0
2001,2,3,14.816,0
2001,2,4,14.874,0
2001,2,5,14.867,0
2001,2,6,14.975,0
2001,2,7,14.926,0
2001,2,8,14.999,0
2001,2,9,14.985,0
2001,2,10,15.09,0
2001,2,11,15.215,0
2001,2,12,15.197,0
2001,2,13,15.121,0
2001,2,14,15.173,0
2001,2,15,15.293,0
2001,2,16,15.34,0
2001,2,17,15.381,0
2001,2,18,15.315,0
2001,2,19,15.403,0
2001,2,20,15.337,0
2001,2,21,15.342,0
2001,2,22,15.352,0
2001,2,23,15.355,0
2001,2,24,15.476,0
2001,2,25,15.497,0
2001,2,26,15.532,0
2001,2,27,15.62,0
2001,2,28,15.629,0
2001,3,1,15.637,0
2001,3,2,15.64,0
2001,3,3,15.705,0
2001,3,4,15.742,0
2001,3,5,15.637,0
2001,3,6,15.57,0
2001,3,7,15.538,0
2001,3,8,15.554,0
2001,3,9,15.593,0
2001,3,10,15.604,0
2001,3,11,15.581,0
2001,3,12,15.573,0
2001,3,13,15.557,0
2001,3,14,15.689,0
2001,3,15,15.667,0
2001,3,16,15.702,0
2001,3,17,15.645,0
2001,3,18,15.652,0
2001,3,19,15.604,0
2001,3,20,15.472,0
2001,3,21,15.39,0
2001,3,22,15.383,0
2001,3,23,15.441,0
2001,3,24,15.443,0
2001,3,25,15.467,0
2001,3,26,15.415,0
2001,3,27,15.318,0
2001,3,28,15.271,0
2001,3,29,15.182,0
2001,3,30,15.185,0
2001,3,31,15.149,0
2001,4,1,15.105,0
2001,4,2,15.167,0
2001,4,3,15.161,0
2001,4,4,15.089,0
2001,4,5,15.113,0
2001,4,6,15.101,0
2001,4,7,15.084,0
2001,4,8,15.056,0
2001,4,9,15.093,0
2001,4,10,15.1,0
2001,4,11,15.236,0
2001,4,12,15.109,0
2001,4,13,15.096,0
2001,4,14,14.976,0
2001,4,15,14.87,0
2001,4,16,14.809,0
2001,4,17,14.78,0
2001,4,18,14.806,0
2001,4,19,14.769,0
2001,4,20,14.745,0
2001,4,21,14.711,0
2001,4,22,14.711,0
2001,4,23,14.71,0
2001,4,24,14.599,0
2001,4,25,14.574,0
2001,4,26,14.515,0
2001,4,27,14.496,0
2001,4,28,14.458,0
2001,4,29,14.364,0
2001,4,30,14.302,0
2001,5,1,14.287,0
2001,5,2,14.299,0
2001,5,3,14.235,0
2001,5,4,14.178,0
2001,5,5,14.109,0
2001,5,6,14.043,0
2001,5,7,14.007,0
2001,5,8,14.032,0
2001,5,9,13.967,0
2001,5,10,13.959,0
2001,5,11,13.892,0
2001,5,12,13.828,0
2001,5,13,13.744,0
2001,5,14,13.706,0
2001,5,15,13.652,0
2001,5,16,13.536,0
2001,5,17,13.509,0
2001,5,18,13.425,0
2001,5,19,13.358,0
2001,5,20,13.219,0
2001,5,21,13.098,0
2001,5,22,13.04,0
2001,5,23,13.019,0
2001,5,24,12.98,0
2001,5,25,12.946,0
2001,5,26,12.991,0
2001,5,27,12.906,0
2001,5,28,12.839,0
2001,5,29,12.723,0
2001,5,30,12.641,0
2001,5,31,12.63,0
2001,6,1,12.456,0
2001,6,2,12.409,0
2001,6,3,12.384,0
2001,6,4,12.35,0
2001,6,5,12.291,0
2001,6,6,12.255,0
2001,6,7,12.186,0
2001,6,8,12.121,0
2001,6,9,12.073,0
2001,6,10,11.981,0
2001,6,11,11.95,0
2001,6,12,11.848,0
2001,6,13,11.719,0
2001,6,14,11.555,0
2001,6,15,11.468,0
2001,6,16,11.359,0
2001,6,17,11.381,0
2001,6,18,11.295,0
2001,6,19,11.224,0
2001,6,20,11.168,0
2001,6,21,11.002,0
2001,6,22,10.883,0
2001,6,23,10.795,0
2001,6,24,10.75,0
2001,6,25,10.657,0
2001,6,26,10.61,0
2001,6,27,10.455,0
2001,6,28,10.401,0
2001,6,29,10.355,0
2001,6,30,10.297,0
2001,7,1,10.064,0
2001,7,2,10.032,0
2001,7,3,9.96,0
2001,7,4,9.927,0
2001,7,5,9.775,0
2001,7,6,9.672,0
2001,7,7,9.642,0
2001,7,8,9.578,0
2001,7,9,9.537,0
2001,7,10,9.481,0
2001,7,11,9.446,0
2001,7,12,9.344,0
2001,7,13,9.254,0
2001,7,14,9.189,0
2001,7,15,9.136,0
2001,7,16,9.027,0
2001,7,17,9.022,0
2001,7,18,8.947,0
2001,7,19,8.908,0
2001,7,20,8.776,0
2001,7,21,8.695,0
2001,7,22,8.682,0
2001,7,23,8.648,0
2001,7,24,8.544,0
2001,7,25,8.427,0
2001,7,26,8.415,0
2001,7,27,8.327,0
2001,7,28,8.306,0
2001,7,29,8.2,0
2001,7,30,8.133,0
2001,7,31,8.087,0
2001,8,1,8.079,0
2001,8,2,8.022,0
2001,8,3,7.934,0
2001,8,4,7.941,0
2001,8,5,7.98,0
2001,8,6,7.891,0
2001,8,7,7.836,0
2001,8,8,7.819,0
2001,8,9,7.747,0
2001,8,10,7.694,0
2001,8,11,7.716,0
2001,8,12,7.692,0
2001,8,13,7.566,0
2001,8,14,7.535,0
2001,8,15,7.463,0
2001,8,16,7.451,0
2001,8,17,7.404,0
2001,8,18,7.453,0
2001,8,19,7.344,0
2001,8,20,7.272,0
2001,8,21,7.223,0
2001,8,22,7.186,0
2001,8,23,7.101,0
2001,8,24,7.035,0
2001,8,25,7.07,0
2001,8,26,6.994,0
2001,8,27,6.981,0
2001,8,28,7.023,0
2001,8,29,6.957,0
2001,8,30,6.987,0
2001,8,31,6.889,0
2001,9,1,6.789,0
2001,9,2,6.807,0
2001,9,3,6.787,0
2001,9,4,6.779,0
2001,9,5,6.782,0
2001,9,6,6.746,0
2001,9,7,6.73,0
2001,9,8,6.718,0
2001,9,9,6.724,0
2001,9,10,6.691,0
2001,9,11,6.667,0
2001,9,12,6.632,0
2001,9,13,6.641,0
2001,9,14,6.684,0
2001,9,15,6.657,0
2001,9,16,6.608,0
2001,9,17,6.62,0
2001,9,18,6.589,0
2001,9,19,6.567,0
2001,9,20,6.629,0
2001,9,21,6.64,0
2001,9,22,6.705,0
2001,9,23,6.683,0
2001,9,24,6.746,0
2001,9,25,6.684,0
2001,9,26,6.773,0
2001,9,27,6.806,0
2001,9,28,6.964,0
2001,9,29,7.033,0
2001,9,30,7.084,0
2001,10,1,7.261,0
2001,10,2,7.371,0
2001,10,3,7.477,0
2001,10,4,7.551,0
2001,10,5,7.576,0
2001,10,6,7.67,0
2001,10,7,7.786,0
2001,10,8,7.856,0
2001,10,9,7.942,0
2001,10,10,7.959,0
2001,10,11,7.981,0
2001,10,12,8.005,0
2001,10,13,8.097,0
2001,10,14,8.149,0
2001,10,15,8.214,0
2001,10,16,8.243,0
2001,10,17,8.331,0
2001,10,18,8.449,0
2001,10,19,8.541,0
2001,10,20,8.555,0
2001,10,21,8.566,0
2001,10,22,8.529,0
2001,10,23,8.569,0
2001,10,24,8.642,0
2001,10,25,8.852,0
2001,10,26,8.912,0
2001,10,27,9.007,0
2001,10,28,9.154,0
2001,10,29,9.274,0
2001,10,30,9.324,0
2001,10,31,9.404,0
2001,11,1,9.733,0
2001,11,2,9.762,0
2001,11,3,9.804,0
2001,11,4,9.893,0
2001,11,5,10.076,0
2001,11,6,10.03,0
2001,11,7,10.131,0
2001,11,8,10.178,0
2001,11,9,10.196,0
2001,11,10,10.336,0
2001,11,11,10.41,0
2001,11,12,10.549,0
2001,11,13,10.616,0
2001,11,14,10.732,0
2001,11,15,10.861,0
2001,11,16,10.9,0
2001,11,17,10.959,0
2001,11,18,11.043,0
2001,11,19,11.068,0
2001,11,20,11.109,0
2001,11,21,11.091,0
2001,11,22,11.09,0
2001,11,23,11.096,0
2001,11,24,11.08,0
2001,11,25,11.133,0
2001,11,26,11.179,0
2001,11,27,11.169,0
2001,11,28,11.121,0
2001,11,29,11.151,0
2001,11,30,11.239,0
2001,12,1,11.414,0
2001,12,2,11.468,0
2001,12,3,11.558,0
2001,12,4,11.564,0
2001,12,5,11.607,0
2001,12,6,11.705,0
2001,12,7,11.71,0
2001,12,8,11.747,0
2001,12,9,11.887,0
2001,12,10,11.925,0
2001,12,11,12.115,0
2001,12,12,12.203,0
2001,12,13,12.25,0
2001,12,14,12.309,0
2001,12,15,12.374,0
2001,12,16,12.467,0
2001,12,17,12.59,0
2001,12,18,12.639,0
2001,12,19,12.785,0
2001,12,20,12.851,0
2001,12,21,12.92,0
2001,12,22,13.01,0
2001,12,23,13.098,0
2001,12,24,13.189,0
2001,12,25,13.339,0
2001,12,26,13.325,0
2001,12,27,13.374,0
2001,12,28,13.409,0
2001,12,29,13.416,0
2001,12,30,13.444,0
2001,12,31,13.521,0
2002,1,1,13.59,0
2002,1,2,13.628,0
2002,1,3,13.598,0
2002,1,4,13.623,0
2002,1,5,13.683,0
2002,1,6,13.645,0
2002,1,7,13.875,0
2002,1,8,13.846,0
2002,1,9,13.91,0
2002,1,10,13.925,0
2002,1,11,13.885,0
2002,1,12,13.98,0
2002,1,13,14.163,0
2002,1,14,14.236,0
2002,1,15,14.222,0
2002,1,16,14.313,0
2002,1,17,14.366,0
2002,1,18,14.372,0
2002,1,19,14.429,0
2002,1,20,14.561,0
2002,1,21,14.657,0
2002,1,22,14.674,0
2002,1,23,14.624,0
2002,1,24,14.64,0
2002,1,25,14.668,0
2002,1,26,14.744,0
2002,1,27,14.803,0
2002,1,28,14.923,0
2002,1,29,14.878,0
2002,1,30,14.951,0
2002,1,31,15.039,0
2002,2,1,15.187,0
2002,2,2,15.226,0
2002,2,3,15.186,0
2002,2,4,15.204,0
2002,2,5,15.185,0
2002,2,6,15.133,0
2002,2,7,15.16,0
2002,2,8,15.207,0
2002,2,9,15.255,0
2002,2,10,15.209,0
2002,2,11,15.31,0
2002,2,12,15.228,0
2002,2,13,15.303,0
2002,2,14,15.364,0
2002,2,15,15.384,0
2002,2,16,15.413,0
2002,2,17,15.475,0
2002,2,18,15.526,0
2002,2,19,15.534,0
2002,2,20,15.488,0
2002,2,21,15.549,0
2002,2,22,15.586,0
2002,2,23,15.483,0
2002,2,24,15.396,0
2002,2,25,15.39,0
2002,2,26,15.396,0
2002,2,27,15.387,0
2002,2,28,15.422,0
2002,3,1,15.397,0
2002,3,2,15.444,0
2002,3,3,15.441,0
2002,3,4,15.404,0
2002,3,5,15.359,0
2002,3,6,15.427,0
2002,3,7,15.421,0
2002,3,8,15.555,0
2002,3,9,15.624,0
2002,3,10,15.536,0
2002,3,11,15.611,0
2002,3,12,15.511,0
2002,3,13,15.572,0
2002,3,14,15.611,0
2002,3,15,15.576,0
2002,3,16,15.489,0
2002,3,17,15.402,0
2002,3,18,15.396,0
2002,3,19,15.346,0
2002,3,20,15.312,0
2002,3,21,15.282,0
2002,3,22,15.211,0
2002,3,23,15.265,0
2002,3,24,15.224,0
2002,3,25,15.183,0
2002,3,26,15.114,0
2002,3,27,15.173,0
2002,3,28,15.126,0
2002,3,29,14.991,0
2002,3,30,14.931,0
2002,3,31,14.882,0
2002,4,1,14.885,0
2002,4,2,14.72,0
2002,4,3,14.694,0
2002,4,4,14.649,0
2002,4,5,14.609,0
2002,4,6,14.609,0
2002,4,7,14.585,0
2002,4,8,14.543,0
2002,4,9,14.481,0
2002,4,10,14.428,0
2002,4,11,14.321,0
2002,4,12,14.336,0
2002,4,13,14.379,0
2002,4,14,14.381,0
2002,4,15,14.36,0
2002,4,16,14.369,0
2002,4,17,14.329,0
2002,4,18,14.265,0
2002,4,19,14.184,0
2002,4,20,14.223,0
2002,4,21,14.183,0
2002,4,22,14.15,0
2002,4,23,14.097,0
2002,4,24,14.054,0
2002,4,25,14.075,0
2002,4,26,13.945,0
2002,4,27,13.867,0
2002,4,28,13.768,0
2002,4,29,13.79,0
2002,4,30,13.704,0
2002,5,1,13.527,0
2002,5,2,13.508,0
2002,5,3,13.481,0
2002,5,4,13.482,0
2002,5,5,13.384,0
2002,5,6,13.341,0
2002,5,7,13.346,0
2002,5,8,13.321,0
2002,5,9,13.265,0
2002,5,10,13.227,0
2002,5,11,13.197,0
2002,5,12,13.214,0
2002,5,13,13.119,0
2002,5,14,13.084,0
2002,5,15,13.076,0
2002,5,16,13.049,0
2002,5,17,12.974,0
2002,5,18,12.947,0
2002,5,19,12.876,0
2002,5,20,12.755,0
2002,5,21,12.724,0
2002,5,22,12.677,0
2002,5,23,12.668,0
2002,5,24,12.658,0
2002,5,25,12.55,0
2002,5,26,12.505,0
2002,5,27,12.5,0
2002,5,28,12.465,0
2002,5,29,12.417,0
2002,5,30,12.402,0
2002,5,31,12.35,0
2002,6,1,12.239,0
2002,6,2,12.152,0
2002,6,3,12.108,0
2002,6,4,12.077,0
2002,6,5,12,0
2002,6,6,12.012,0
2002,6,7,11.982,0
2002,6,8,11.924,0
2002,6,9,11.894,0
2002,6,10,11.838,0
2002,6,11,11.822,0
2002,6,12,11.77,0
2002,6,13,11.738,0
2002,6,14,11.696,0
2002,6,15,11.636,0
2002,6,16,11.585,0
2002,6,17,11.534,0
2002,6,18,11.489,0
2002,6,19,11.439,0
2002,6,20,11.378,0
2002,6,21,11.365,0
2002,6,22,11.356,0
2002,6,23,11.331,0
2002,6,24,11.259,0
2002,6,25,11.176,0
2002,6,26,11.056,0
2002,6,27,11.064,0
2002,6,28,10.955,0
2002,6,29,10.86,0
2002,6,30,10.767,0
2002,7,1,10.575,0
2002,7,2,10.556,0
2002,7,3,10.556,0
2002,7,4,10.511,0
2002,7,5,10.436,0
2002,7,6,10.315,0
2002,7,7,10.204,0
2002,7,8,10.086,0
2002,7,9,10.066,0
2002,7,10,9.986,0
2002,7,11,9.733,0
2002,7,12,9.647,0
2002,7,13,9.61,0
2002,7,14,9.525,0
2002,7,15,9.398,0
2002,7,16,9.322,0
2002,7,17,9.205,0
2002,7,18,9.081,0
2002,7,19,8.986,0
2002,7,20,8.881,0
2002,7,21,8.799,0
2002,7,22,8.675,0
2002,7,23,8.461,0
2002,7,24,8.428,0
2002,7,25,8.446,0
2002,7,26,8.246,0
2002,7,27,8.086,0
2002,7,28,8.006,0
2002,7,29,7.992,0
2002,7,30,7.911,0
2002,7,31,7.77,0
2002,8,1,7.588,0
2002,8,2,7.495,0
2002,8,3,7.444,0
2002,8,4,7.472,0
2002,8,5,7.331,0
2002,8,6,7.251,0
2002,8,7,7.148,0
2002,8,8,7.064,0
2002,8,9,6.868,0
2002,8,10,6.809,0
2002,8,11,6.76,0
2002,8,12,6.704,0
2002,8,13,6.642,0
2002,8,14,6.6,0
2002,8,15,6.631,0
2002,8,16,6.54,0
2002,8,17,6.434,0
2002,8,18,6.389,0
2002,8,19,6.317,0
2002,8,20,6.275,0
2002,8,21,6.241,0
2002,8,22,6.209,0
2002,8,23,6.209,0
2002,8,24,6.141,0
2002,8,25,6.157,0
2002,8,26,6.071,0
2002,8,27,5.997,0
2002,8,28,6.002,0
2002,8,29,5.948,0
2002,8,30,5.966,0
2002,8,31,5.866,0
2002,9,1,5.828,0
2002,9,2,5.827,0
2002,9,3,5.759,0
2002,9,4,5.698,0
2002,9,5,5.638,0
2002,9,6,5.67,0
2002,9,7,5.691,0
2002,9,8,5.687,0
2002,9,9,5.68,0
2002,9,10,5.641,0
2002,9,11,5.639,0
2002,9,12,5.638,0
2002,9,13,5.628,0
2002,9,14,5.644,0
2002,9,15,5.661,0
2002,9,16,5.663,0
2002,9,17,5.627,0
2002,9,18,5.625,0
2002,9,19,5.698,0
2002,9,20,5.796,0
2002,9,21,5.87,0
2002,9,22,5.965,0
2002,9,23,5.996,0
2002,9,24,6.007,0
2002,9,25,6.012,0
2002,9,26,6.084,0
2002,9,27,6.158,0
2002,9,28,6.253,0
2002,9,29,6.332,0
2002,9,30,6.399,0
2002,10,1,6.543,0
2002,10,2,6.656,0
2002,10,3,6.869,0
2002,10,4,7.085,0
